248	14
1.000000	2012.916667	4051833.508286	32.000000	1024.000000	84.878820	7204.414085	10.000000	100.000000	24.982980	624.149290	121.540240	14772.029939	37.900000
1.000000	2012.916667	4051833.508286	19.500000	380.250000	306.594700	94000.310068	9.000000	81.000000	24.980340	624.017387	121.539510	14771.852491	42.200000
1.000000	2013.583333	4054517.838935	13.300000	176.890000	561.984500	315826.578240	5.000000	25.000000	24.987460	624.373157	121.543910	14772.922058	47.300000
1.000000	2013.500000	4054182.250000	13.300000	176.890000	561.984500	315826.578240	5.000000	25.000000	24.987460	624.373157	121.543910	14772.922058	54.800000
1.000000	2012.833333	4051498.026436	5.000000	25.000000	390.568400	152543.675079	5.000000	25.000000	24.979370	623.968926	121.542450	14772.567152	43.100000
1.000000	2012.666667	4050827.112453	7.100000	50.410000	2175.030000	4730755.500900	3.000000	9.000000	24.963050	623.153865	121.512540	14765.297377	32.100000
1.000000	2012.666667	4050827.112453	34.500000	1190.250000	623.473100	388718.706424	7.000000	49.000000	24.979330	623.966927	121.536420	14771.101386	40.300000
1.000000	2013.416667	4053846.674953	20.300000	412.090000	287.602500	82715.198006	6.000000	36.000000	24.980420	624.021383	121.542280	14772.525828	46.700000
1.000000	2013.500000	4054182.250000	31.700000	1004.890000	5512.038000	30382562.913444	1.000000	1.000000	24.950950	622.549906	121.484580	14758.503178	18.800000
1.000000	2013.416667	4053846.674953	17.900000	320.410000	1783.180000	3179730.912400	3.000000	9.000000	24.967310	623.366569	121.514860	14765.861201	22.100000
1.000000	2013.083333	4052504.505602	34.800000	1211.040000	405.213400	164197.899540	1.000000	1.000000	24.973490	623.675203	121.533720	14770.445097	41.400000
1.000000	2013.333333	4053511.109769	6.300000	39.690000	90.456060	8182.298791	9.000000	81.000000	24.974330	623.717159	121.543100	14772.725158	58.100000
1.000000	2012.916667	4051833.508286	13.000000	169.000000	492.231300	242291.652700	5.000000	25.000000	24.965150	623.258715	121.537370	14771.332307	39.300000
1.000000	2012.666667	4050827.112453	20.400000	416.160000	2469.645000	6099146.426025	4.000000	16.000000	24.961080	623.055515	121.510460	14764.791889	23.800000
1.000000	2013.500000	4054182.250000	13.200000	174.240000	1164.838000	1356847.566244	4.000000	16.000000	24.991560	624.578071	121.534060	14770.527740	34.300000
